county,rate,num1,num2,num3
Mariposa,126.1025,34.36,671.76,63.0525
San Benito,24.7275,6.7375,131.7275,12.365
Mendocino,22.4775,6.125,119.7325,11.2375
Shasta,10.2975,2.805,54.8475,5.1475
San Francisco,6.255,1.7025,17.935,3.1275
Stanislaus,5.425,2.3425,18.1875,1.9175
San Diego,5.1675,2.785,8.7975,1.415
Kern,4.575,1.245,13.1125,2.2875
Santa Cruz,3.59,0.9775,19.1225,1.795
Sonoma,3.555,0.9675,18.935,1.7775
Ventura,3.54,0.965,12.33,1.77
Los Angeles,2.6,1.5775,4.0775,0.595
San Mateo,2.455,0.67,13.0825,1.2275
California,2.41775,1.8625,3.0865,0.3
Orange,2.3925,1.155,5.27,0.7525
San Joaquin,1.955,0.5325,10.4125,0.9775
Riverside,1.785,0.6775,4.9625,0.7175
Santa Clara,1.66,0.45,5.775,0.83
Contra Costa,1.5025,0.41,8.0025,0.7525
San Bernardino,1.225,0.335,4.27,0.615
Sacramento,1.045,0.285,5.5625,0.5225
Alameda,1.0,0.2725,5.3275,0.5
Alpine,0.0,0.0,7685.17,0.0
Amador,0.0,0.0,232.74,0.0
Butte,0.0,0.0,14.55,0.0
Calaveras,0.0,0.0,191.03,0.0
Colusa,0.0,0.0,268.67,0.0
Del Norte,0.0,0.0,232.3,0.0
El Dorado,0.0,0.0,38.8,0.0
Fresno,0.0,0.0,5.21,0.0
Glenn,0.0,0.0,207.01,0.0
Humboldt,0.0,0.0,28.76,0.0
Imperial,0.0,0.0,28.09,0.0
Inyo,0.0,0.0,459.96,0.0
Kings,0.0,0.0,28.79,0.0
Lake,0.0,0.0,125.86,0.0
Lassen,0.0,0.0,155.39,0.0
Madera,0.0,0.0,33.8,0.0
Marin,0.0,0.0,31.05,0.0
Merced,0.0,0.0,17.86,0.0
Modoc,0.0,0.0,963.15,0.0
Mono,0.0,0.0,348.01,0.0
Monterey,0.0,0.0,12.04,0.0
Napa,0.0,0.0,43.76,0.0
Nevada,0.0,0.0,88.46,0.0
Placer,0.0,0.0,17.78,0.0
Plumas,0.0,0.0,537.74,0.0
San Luis Obispo,0.0,0.0,11.99,0.0
Santa Barbara,0.0,0.0,7.37,0.0
Sierra,0.0,0.0,3384.29,0.0
Siskiyou,0.0,0.0,185.74,0.0
Solano,0.0,0.0,12.76,0.0
Sutter,0.0,0.0,60.37,0.0
Tehama,0.0,0.0,109.66,0.0
Trinity,0.0,0.0,801.93,0.0
Tulare,0.0,0.0,10.98,0.0
Tuolumne,0.0,0.0,141.72,0.0
Yolo,0.0,0.0,11.67,0.0
Yuba,0.0,0.0,67.41,0.0
Unknown,,0.0,,
