county,rate,num1,num2,num3
Mariposa,381.195,144.335,1060.44,153.38
Sutter,183.655,103.2525,313.4075,48.805
Nevada,140.76,68.8175,279.895,44.3825
Tehama,126.325,60.98,278.565,39.745
Siskiyou,123.9675,46.94,344.86,49.88
Amador,118.485,32.285,412.635,59.24
Tuolumne,118.485,44.8625,329.6075,47.675
Marin,110.6175,69.455,174.2725,23.6
Butte,102.3725,59.515,165.3225,25.085
Glenn,101.265,27.59,352.67,50.635
Kern,90.955,69.4525,117.035,11.7175
El Dorado,89.31,48.835,159.2,24.035
Humboldt,88.8,45.61,168.9275,26.2625
Tulare,80.63,54.9025,114.625,14.465
San Diego,76.0675,64.685,88.885,6.045
San Joaquin,72.19,51.685,98.19,11.355
Fresno,71.1775,53.16,93.4325,9.8875
Stanislaus,70.9175,47.66,101.9925,13.13
San Luis Obispo,70.775,43.92,113.015,15.475
Orange,70.435,59.4825,82.825,5.8275
San Mateo,68.5925,45.8925,98.8425,12.8025
Ventura,68.12,48.55,93.015,10.8525
Sacramento,67.57,52.25,86.075,8.34
Shasta,67.13,27.4525,137.9225,25.135
Sonoma,67.1275,41.3925,103.315,14.815
Del Norte,65.875,17.95,350.9275,32.9375
Contra Costa,65.62,48.595,86.7925,9.3625
Santa Clara,65.4875,51.545,82.05,7.5425
Lassen,63.98,17.4325,340.82,31.99
San Bernardino,63.9375,52.125,77.645,6.3375
California,63.84,60.785,67.01,1.5775
Madera,61.7225,30.175,122.735,19.4625
Yuba,59.1225,16.11,169.555,29.565
Santa Cruz,57.93,31.13,98.8025,15.92
Yolo,56.8,29.35,99.21,16.4
Riverside,56.3075,45.8425,68.4575,5.615
Los Angeles,56.0525,50.4225,62.14,2.945
Napa,56.0425,22.41,127.375,21.455
Solano,55.595,31.47,91.38,14.18
Monterey,49.0275,27.9275,80.42,12.41
Kings,47.855,19.1375,108.7675,18.32
Alameda,46.885,34.1325,62.88,7.0325
San Francisco,45.3975,24.9875,76.0175,12.0475
San Benito,45.175,12.31,157.335,22.59
Merced,42.45,23.075,75.7875,11.4925
Santa Barbara,41.325,23.395,67.9275,10.5375
Placer,41.1,20.4375,74.955,12.63
Imperial,36.96,17.8425,81.5025,11.63
Lake,29.515,8.0425,157.2325,14.7575
Mendocino,19.46,5.3025,103.6575,9.73
Alpine,0.0,0.0,5589.21,0.0
Calaveras,0.0,0.0,155.52,0.0
Colusa,0.0,0.0,229.27,0.0
Inyo,0.0,0.0,390.77,0.0
Modoc,0.0,0.0,851.94,0.0
Mono,0.0,0.0,528.49,0.0
Plumas,0.0,0.0,403.16,0.0
Sierra,0.0,0.0,3207.72,0.0
Trinity,0.0,0.0,630.58,0.0
Unknown,,0.0,,
