county,rate,num1,num2,num3
Glenn,203.6675,71.71,508.3425,86.9175
Butte,180.0175,120.98,258.895,33.33
Marin,146.1775,93.4125,218.635,30.0975
Del Norte,138.985,37.87,484.035,69.495
Shasta,130.9675,77.3825,217.4675,31.14
Amador,124.1475,53.5975,416.3525,43.8925
Kern,107.5775,84.48,135.0425,12.505
Calaveras,96.5725,41.6925,323.875,34.1425
Orange,95.195,82.1875,109.6775,6.88
Fresno,94.6625,74.1375,119.265,11.14
San Bernardino,93.9575,79.415,110.4175,7.7375
Santa Clara,90.8375,74.6275,109.565,8.6875
Sutter,88.7175,38.3025,188.4475,31.365
San Diego,88.6525,76.4125,102.3075,6.4775
Tulare,82.26,56.36,116.0425,14.4925
Tuolumne,80.45,21.92,280.18,40.225
Madera,79.08,37.2225,149.2125,25.825
Riverside,77.395,65.02,91.435,6.585
Sacramento,76.77,60.455,96.165,8.83
California,76.5055,73.148,79.97825,1.735
Kings,73.915,37.965,140.615,21.8625
Yuba,73.5,25.8825,183.4625,31.3675
Santa Barbara,72.7525,48.855,104.9975,13.54
Monterey,71.86,47.015,106.505,14.245
San Francisco,71.655,46.335,106.6725,14.48
Lassen,69.3975,18.9075,369.675,34.6975
Placer,68.72,40.0725,109.9875,16.6475
Los Angeles,66.895,60.565,73.705,3.31
Contra Costa,65.6725,48.445,87.045,9.47
San Mateo,64.7825,43.055,93.905,12.2825
El Dorado,62.9825,29.4875,126.365,20.5175
Colusa,62.19,16.945,331.285,31.095
Santa Cruz,61.57,34.5575,102.495,16.005
Ventura,61.115,42.34,85.4,10.48
San Joaquin,59.7675,41.5075,83.405,10.19
Imperial,58.0725,25.765,113.84,20.1825
Stanislaus,56.81,36.5375,84.7575,11.5825
Yolo,54.0625,28.16,94.24,15.495
Solano,52.7375,29.7575,87.675,13.63
Alameda,45.795,33.785,60.9875,6.645
Siskiyou,44.6025,12.1525,237.6075,22.3025
Nevada,43.62,11.885,151.915,21.81
Mendocino,40.925,11.15,142.525,20.46
Sonoma,38.08,20.5575,66.77,10.6975
Napa,36.36,9.9075,104.2825,18.18
San Luis Obispo,31.74,15.295,63.3175,10.1225
Lake,29.975,8.1675,159.685,14.9875
San Benito,22.615,6.1625,120.4675,11.3075
Humboldt,21.925,9.465,73.53,7.7525
Merced,20.505,8.1975,46.6075,7.85
Alpine,0.0,0.0,4053.71,0.0
Inyo,0.0,0.0,391.6,0.0
Mariposa,0.0,0.0,464.01,0.0
Modoc,0.0,0.0,844.14,0.0
Mono,0.0,0.0,483.47,0.0
Plumas,0.0,0.0,400.1,0.0
Sierra,0.0,0.0,3726.14,0.0
Tehama,0.0,0.0,90.61,0.0
Trinity,0.0,0.0,701.31,0.0
Unknown,,0.0,,
