county,rate,num1,num2,num3
Lake,60.6925,22.98,168.8375,24.42
Kings,39.325,10.715,136.95,19.66
Imperial,27.28,7.43,94.995,13.64
San Francisco,22.5525,12.33,40.2,6.07
Humboldt,22.07,6.015,76.865,11.035
Kern,20.69,10.115,41.14,6.5225
Merced,19.76,8.53,66.2625,6.985
Stanislaus,16.7825,5.9075,41.8975,7.1625
Mendocino,14.5825,3.9725,77.69,7.2925
Santa Barbara,14.23,5.3875,39.5875,5.7275
Sonoma,11.82,5.105,28.745,4.18
Ventura,11.7375,4.695,26.675,4.4925
San Diego,10.4325,6.0375,16.875,2.5725
Shasta,8.2725,2.255,44.0725,4.1375
Solano,8.175,2.23,28.475,4.09
San Mateo,7.615,2.885,21.1825,3.065
San Bernardino,6.78,3.035,14.31,2.3425
Contra Costa,6.76,2.38,16.875,2.885
Riverside,6.4175,2.845,12.9875,2.29
California,5.99,4.9325,7.21,0.565
Marin,5.5375,1.5075,29.4925,2.7675
Orange,5.3925,2.3925,10.575,1.8775
San Joaquin,3.1225,0.85,16.6325,1.56
Los Angeles,2.6825,1.4,4.68,0.765
Alameda,2.5575,1.105,8.58,0.905
Fresno,2.46,0.67,13.0975,1.23
Sacramento,1.3625,0.37,7.2525,0.68
Santa Clara,1.2175,0.3325,6.485,0.6075
Alpine,0.0,0.0,3207.72,0.0
Amador,0.0,0.0,105.64,0.0
Butte,0.0,0.0,25.71,0.0
Calaveras,0.0,0.0,89.49,0.0
Colusa,0.0,0.0,359.54,0.0
Del Norte,0.0,0.0,210.31,0.0
El Dorado,0.0,0.0,26.0,0.0
Glenn,0.0,0.0,259.05,0.0
Inyo,0.0,0.0,280.31,0.0
Lassen,0.0,0.0,225.9,0.0
Madera,0.0,0.0,49.03,0.0
Mariposa,0.0,0.0,237.99,0.0
Modoc,0.0,0.0,489.24,0.0
Mono,0.0,0.0,410.33,0.0
Monterey,0.0,0.0,18.67,0.0
Napa,0.0,0.0,44.03,0.0
Nevada,0.0,0.0,39.26,0.0
Placer,0.0,0.0,15.79,0.0
Plumas,0.0,0.0,197.58,0.0
San Benito,0.0,0.0,133.32,0.0
San Luis Obispo,0.0,0.0,19.32,0.0
Santa Cruz,0.0,0.0,21.93,0.0
Sierra,0.0,0.0,1063.08,0.0
Siskiyou,0.0,0.0,96.85,0.0
Sutter,0.0,0.0,83.91,0.0
Tehama,0.0,0.0,95.42,0.0
Trinity,0.0,0.0,298.45,0.0
Tulare,0.0,0.0,20.91,0.0
Tuolumne,0.0,0.0,79.9,0.0
Yolo,0.0,0.0,40.89,0.0
Yuba,0.0,0.0,103.04,0.0
Unknown,,0.0,,
