county,rate,num1,num2,num3
Lake,6.2275,2.195,15.54,2.655
San Benito,3.315,0.905,11.55,1.66
Ventura,2.81,1.8375,4.1475,0.5525
Siskiyou,2.28,0.6225,12.145,1.14
Mendocino,2.27,0.62,7.915,1.135
San Diego,2.25,1.77,2.8125,0.255
San Francisco,2.15,1.32,3.33,0.4775
Santa Barbara,2.0075,1.28,3.5025,0.4275
Orange,1.47,1.0825,1.955,0.2175
Kern,1.345,0.73,2.315,0.37
Yuba,1.2975,0.3525,6.9175,0.65
Contra Costa,1.22,0.685,2.0275,0.32
San Mateo,1.1675,0.5675,2.1875,0.3725
Riverside,1.155,0.77,1.6625,0.215
Los Angeles,1.15,0.9525,1.38,0.105
Nevada,1.0025,0.2725,5.34,0.5
Sonoma,0.7925,0.28,1.98,0.34
Marin,0.765,0.21,2.665,0.385
Humboldt,0.73,0.2,3.8975,0.365
Santa Clara,0.6725,0.36,1.1425,0.1875
San Joaquin,0.67,0.2675,1.52,0.2575
Sacramento,0.5875,0.2875,1.1025,0.1875
San Bernardino,0.5575,0.29,0.9675,0.16
Shasta,0.555,0.1525,2.96,0.2775
Stanislaus,0.5475,0.2075,1.5225,0.2225
El Dorado,0.53,0.145,2.8175,0.265
Yolo,0.4575,0.125,2.4275,0.2275
Butte,0.435,0.12,2.325,0.2175
Fresno,0.4025,0.1425,1.01,0.1725
Santa Cruz,0.3625,0.1,1.9325,0.18
Alameda,0.36,0.145,0.78,0.1425
Placer,0.26,0.07,1.3825,0.13
Monterey,0.2275,0.0625,1.215,0.115
Alpine,0.0,0.0,329.36,0.0
Amador,0.0,0.0,9.55,0.0
Calaveras,0.0,0.0,8.08,0.0
Colusa,0.0,0.0,16.92,0.0
Del Norte,0.0,0.0,13.43,0.0
Glenn,0.0,0.0,13.13,0.0
Imperial,0.0,0.0,2.02,0.0
Inyo,0.0,0.0,20.46,0.0
Kings,0.0,0.0,2.46,0.0
Lassen,0.0,0.0,11.84,0.0
Madera,0.0,0.0,2.35,0.0
Mariposa,0.0,0.0,21.0,0.0
Merced,0.0,0.0,1.35,0.0
Modoc,0.0,0.0,41.64,0.0
Mono,0.0,0.0,26.04,0.0
Napa,0.0,0.0,2.62,0.0
Plumas,0.0,0.0,19.68,0.0
San Luis Obispo,0.0,0.0,1.3,0.0
Sierra,0.0,0.0,123.0,0.0
Solano,0.0,0.0,0.83,0.0
Sutter,0.0,0.0,3.82,0.0
Tehama,0.0,0.0,5.77,0.0
Trinity,0.0,0.0,29.03,0.0
Tulare,0.0,0.0,0.79,0.0
Tuolumne,0.0,0.0,6.8,0.0
