county,rate,num1,num2,num3
Monterey,5.24,1.4275,27.9125,2.62
Ventura,2.37,0.645,12.6225,1.185
San Francisco,2.3025,0.6275,12.2625,1.15
San Diego,0.66,0.18,3.52,0.33
California,0.22,0.1,0.5275,0.075
Alameda,0.0,0.0,4.81,0.0
Alpine,0.0,0.0,3480.07,0.0
Amador,0.0,0.0,104.95,0.0
Butte,0.0,0.0,26.25,0.0
Calaveras,0.0,0.0,85.57,0.0
Colusa,0.0,0.0,369.63,0.0
Contra Costa,0.0,0.0,6.29,0.0
Del Norte,0.0,0.0,216.1,0.0
El Dorado,0.0,0.0,27.45,0.0
Fresno,0.0,0.0,9.27,0.0
Glenn,0.0,0.0,259.6,0.0
Humboldt,0.0,0.0,41.29,0.0
Imperial,0.0,0.0,50.6,0.0
Inyo,0.0,0.0,283.98,0.0
Kern,0.0,0.0,11.3,0.0
Kings,0.0,0.0,73.79,0.0
Lake,0.0,0.0,70.16,0.0
Lassen,0.0,0.0,237.69,0.0
Los Angeles,0.0,0.0,0.84,0.0
Madera,0.0,0.0,49.51,0.0
Marin,0.0,0.0,20.44,0.0
Mariposa,0.0,0.0,238.61,0.0
Mendocino,0.0,0.0,52.05,0.0
Merced,0.0,0.0,36.82,0.0
Modoc,0.0,0.0,493.17,0.0
Mono,0.0,0.0,458.25,0.0
Napa,0.0,0.0,43.38,0.0
Nevada,0.0,0.0,39.37,0.0
Orange,0.0,0.0,2.54,0.0
Placer,0.0,0.0,15.8,0.0
Plumas,0.0,0.0,202.8,0.0
Riverside,0.0,0.0,3.44,0.0
Sacramento,0.0,0.0,5.1,0.0
San Benito,0.0,0.0,140.37,0.0
San Bernardino,0.0,0.0,4.28,0.0
San Joaquin,0.0,0.0,11.66,0.0
San Luis Obispo,0.0,0.0,19.72,0.0
San Mateo,0.0,0.0,9.46,0.0
Santa Barbara,0.0,0.0,17.88,0.0
Santa Clara,0.0,0.0,4.6,0.0
Santa Cruz,0.0,0.0,22.55,0.0
Shasta,0.0,0.0,29.76,0.0
Sierra,0.0,0.0,1107.77,0.0
Siskiyou,0.0,0.0,97.51,0.0
Solano,0.0,0.0,15.55,0.0
Sonoma,0.0,0.0,10.91,0.0
Stanislaus,0.0,0.0,15.59,0.0
Sutter,0.0,0.0,79.74,0.0
Tehama,0.0,0.0,90.77,0.0
Trinity,0.0,0.0,302.37,0.0
Tulare,0.0,0.0,21.14,0.0
Tuolumne,0.0,0.0,80.37,0.0
Yolo,0.0,0.0,41.49,0.0
Yuba,0.0,0.0,105.22,0.0
Unknown,,0.0,,
