county,rate,num1,num2,num3
Lake,32.6175,20.62,49.4625,6.9025
Inyo,16.68,4.545,47.8325,8.34
San Francisco,16.645,14.0825,19.535,1.36
Mendocino,15.98,9.6075,26.0725,3.6825
Trinity,15.955,6.8875,53.51,5.64
Lassen,12.9875,4.5725,32.415,5.54
Humboldt,11.735,7.085,18.7125,2.7425
Ventura,11.1625,9.0325,13.6425,1.1425
Plumas,10.635,2.9,37.04,5.32
Kern,10.2575,8.29,12.5625,1.06
Imperial,8.8,5.4875,13.9,1.895
Sonoma,8.6,6.235,11.575,1.31
Santa Cruz,8.3875,5.4675,12.4375,1.67
Sutter,8.2625,3.67,16.1975,2.8725
San Diego,8.015,7.0875,9.035,0.49
Orange,7.91,6.9675,8.9475,0.495
Santa Barbara,7.39,5.11,10.3575,1.2775
Butte,7.3525,4.3075,11.745,1.77
Merced,7.2775,4.49,11.205,1.6075
Contra Costa,7.13,5.6775,8.8425,0.785
Nevada,7.02,3.43,13.96,2.215
Calaveras,6.5775,2.49,18.3025,2.6475
Stanislaus,6.365,4.49,8.8,1.0475
California,6.1375,5.8975,6.385,0.1225
Riverside,5.8775,4.96,6.9125,0.49
Shasta,5.5525,2.92,9.9925,1.6275
Yuba,5.1275,1.8075,12.7925,2.185
San Mateo,5.07,3.655,6.88,0.785
Napa,5.0225,2.1225,10.2625,1.8425
Los Angeles,4.9175,4.495,5.3725,0.22
San Bernardino,4.8825,3.9975,5.905,0.4725
San Luis Obispo,4.58,2.47,7.7975,1.2525
Siskiyou,4.575,1.245,15.93,2.285
Sacramento,4.5425,3.55,5.7275,0.5375
Solano,4.2525,2.58,6.6275,0.97
Madera,3.805,1.44,8.25,1.53
El Dorado,3.6725,1.55,7.5,1.35
Glenn,3.565,0.9725,18.9925,1.7825
Fresno,3.52,2.4725,4.875,0.585
San Joaquin,3.455,2.2625,5.05,0.6725
Alameda,3.36,2.5425,4.3575,0.445
San Benito,3.25,0.885,11.315,1.625
Tehama,3.13,0.855,10.895,1.565
Santa Clara,3.0975,2.3625,3.985,0.4
Marin,3.08,1.545,5.8925,0.93
Kings,2.6425,0.93,6.5975,1.1275
Amador,2.54,0.6925,13.53,1.27
Yolo,2.2675,0.9075,5.155,0.8675
Placer,2.0325,0.905,3.99,0.7075
Monterey,1.8375,0.96,3.4775,0.535
Tuolumne,1.8325,0.5,9.765,0.9175
Tulare,1.505,0.6125,3.085,0.565
Alpine,0.0,0.0,335.05,0.0
Colusa,0.0,0.0,17.06,0.0
Del Norte,0.0,0.0,13.26,0.0
Mariposa,0.0,0.0,21.11,0.0
Modoc,0.0,0.0,42.03,0.0
Mono,0.0,0.0,25.89,0.0
Sierra,0.0,0.0,123.5,0.0
Unknown,,0.0,,
